timestamp,region,dni,candidato,anomalo
2025-04-06 08:00:00,Cajamarca,58525697,APRA,0
2025-04-06 08:00:00,Cajamarca,22860854,APP,0
2025-04-06 08:00:00,Cajamarca,32506841,APRA,0
2025-04-06 08:00:00,Cajamarca,60492002,PERU LIBRE,0
2025-04-06 08:00:00,Cajamarca,48910260,APRA,0
2025-04-06 08:00:00,Cajamarca,70578290,FUERZA POPULAR,0
2025-04-06 08:00:00,Cajamarca,51248255,FUERZA POPULAR,0
2025-04-06 08:00:00,Cajamarca,58742925,APRA,0
2025-04-06 08:00:00,Cajamarca,67732776,FUERZA POPULAR,0
2025-04-06 08:00:00,Cajamarca,36389060,AVANZA PAIS,0
2025-04-06 08:00:00,Cajamarca,38788007,APRA,0
2025-04-06 08:00:00,Cajamarca,60034036,FUERZA POPULAR,0
2025-04-06 08:00:00,Cajamarca,43510268,PERU LIBRE,0
2025-04-06 08:00:00,Cajamarca,73574832,AVANZA PAIS,0
2025-04-06 08:00:00,Cajamarca,49865971,FUERZA POPULAR,0
2025-04-06 08:00:00,Cajamarca,63415379,PERU LIBRE,0
2025-04-06 08:00:00,Cajamarca,65744544,FUERZA POPULAR,0
2025-04-06 08:00:00,Cajamarca,12509377,PERU LIBRE,0
2025-04-06 08:00:00,Cajamarca,74714648,FUERZA POPULAR,0
2025-04-06 08:00:00,Cajamarca,36145314,APRA,0
2025-04-06 08:00:00,Cajamarca,68622001,PERU LIBRE,0
2025-04-06 08:00:00,Cajamarca,46239130,APRA,0
2025-04-06 08:00:00,Cajamarca,46700178,APP,0
2025-04-06 08:00:00,Cajamarca,32858465,APRA,0
2025-04-06 08:00:00,Cajamarca,28890873,PERU LIBRE,0
2025-04-06 08:00:00,Cajamarca,15172207,FUERZA POPULAR,0
2025-04-06 08:00:00,Amazonas,17408807,PERU LIBRE,0
2025-04-06 08:00:00,Amazonas,42755126,APRA,0
2025-04-06 08:00:00,Amazonas,69478331,APP,0
2025-04-06 08:00:00,Amazonas,71342610,APP,0
2025-04-06 08:00:00,Amazonas,14073786,FUERZA POPULAR,0
2025-04-06 08:00:00,Amazonas,55953382,AVANZA PAIS,0
2025-04-06 08:00:00,Amazonas,72693244,AVANZA PAIS,0
2025-04-06 08:00:00,Tumbes,50935084,AVANZA PAIS,0
2025-04-06 08:00:00,Tumbes,29666533,PERU LIBRE,0
2025-04-06 08:01:00,Piura,74465316,AVANZA PAIS,1
2025-04-06 08:01:00,Piura,54256714,AVANZA PAIS,1
2025-04-06 08:01:00,Piura,58175482,FUERZA POPULAR,1
2025-04-06 08:01:00,Piura,41009194,AVANZA PAIS,1
2025-04-06 08:01:00,Piura,51867914,AVANZA PAIS,1
2025-04-06 08:01:00,Piura,33463187,AVANZA PAIS,1
2025-04-06 08:01:00,Piura,22574280,AVANZA PAIS,1
2025-04-06 08:01:00,Piura,22522871,AVANZA PAIS,1
2025-04-06 08:01:00,Piura,67758574,AVANZA PAIS,1
2025-04-06 08:01:00,Piura,36918306,FUERZA POPULAR,1
2025-04-06 08:01:00,Piura,28633571,FUERZA POPULAR,1
2025-04-06 08:01:00,Piura,15151526,FUERZA POPULAR,1
2025-04-06 08:01:00,Piura,45710760,AVANZA PAIS,1
2025-04-06 08:01:00,Piura,27193370,AVANZA PAIS,1
2025-04-06 08:01:00,Piura,17136599,APRA,1
2025-04-06 08:01:00,Piura,67776509,AVANZA PAIS,1
2025-04-06 08:01:00,Piura,46775853,AVANZA PAIS,1
2025-04-06 08:01:00,Piura,48471797,AVANZA PAIS,1
2025-04-06 08:01:00,Piura,24711049,AVANZA PAIS,1
2025-04-06 08:01:00,Piura,56450166,PERU LIBRE,1
2025-04-06 08:01:00,Piura,77690397,AVANZA PAIS,1
2025-04-06 08:01:00,Piura,19485869,APRA,1
2025-04-06 08:01:00,Piura,12088322,APRA,1
2025-04-06 08:01:00,Piura,59540967,AVANZA PAIS,1
2025-04-06 08:01:00,Piura,15852362,AVANZA PAIS,1
2025-04-06 08:01:00,Piura,13364101,AVANZA PAIS,1
2025-04-06 08:01:00,Piura,27608871,FUERZA POPULAR,1
2025-04-06 08:01:00,Piura,66436022,PERU LIBRE,1
2025-04-06 08:01:00,Piura,72024852,AVANZA PAIS,1
2025-04-06 08:01:00,Piura,21338625,AVANZA PAIS,1
2025-04-06 08:01:00,Piura,62356907,AVANZA PAIS,1
2025-04-06 08:01:00,Piura,16050560,AVANZA PAIS,1
2025-04-06 08:01:00,Piura,34916888,AVANZA PAIS,1
2025-04-06 08:01:00,Piura,23254384,AVANZA PAIS,1
2025-04-06 08:01:00,Piura,46694378,APP,1
2025-04-06 08:01:00,Piura,45788541,AVANZA PAIS,1
2025-04-06 08:01:00,Piura,52196701,AVANZA PAIS,1
2025-04-06 08:01:00,Piura,32200105,AVANZA PAIS,1
2025-04-06 08:01:00,Piura,77088598,AVANZA PAIS,1
2025-04-06 08:01:00,Piura,35727634,AVANZA PAIS,1
2025-04-06 08:01:00,La Libertad,18513915,APRA,0
2025-04-06 08:01:00,La Libertad,77235736,AVANZA PAIS,0
2025-04-06 08:01:00,La Libertad,20682290,AVANZA PAIS,0
2025-04-06 08:01:00,La Libertad,15729379,APRA,0
2025-04-06 08:01:00,La Libertad,62427428,AVANZA PAIS,0
2025-04-06 08:01:00,La Libertad,10009584,AVANZA PAIS,0
2025-04-06 08:01:00,La Libertad,65374428,APRA,0
2025-04-06 08:01:00,La Libertad,43007275,APRA,0
2025-04-06 08:01:00,La Libertad,53751010,AVANZA PAIS,0
2025-04-06 08:01:00,La Libertad,19443920,AVANZA PAIS,0
2025-04-06 08:01:00,La Libertad,34793522,AVANZA PAIS,0
2025-04-06 08:01:00,La Libertad,25171380,PERU LIBRE,0
2025-04-06 08:01:00,La Libertad,66671798,APRA,0
2025-04-06 08:01:00,La Libertad,51911321,FUERZA POPULAR,0
2025-04-06 08:01:00,La Libertad,67842450,APRA,0
2025-04-06 08:01:00,La Libertad,38753498,APRA,0
2025-04-06 08:01:00,La Libertad,44062544,PERU LIBRE,0
2025-04-06 08:01:00,La Libertad,22015041,FUERZA POPULAR,0
2025-04-06 08:01:00,La Libertad,21309004,FUERZA POPULAR,0
2025-04-06 08:01:00,La Libertad,65023670,FUERZA POPULAR,0
2025-04-06 08:01:00,La Libertad,77038935,PERU LIBRE,0
2025-04-06 08:01:00,La Libertad,54004755,FUERZA POPULAR,0
2025-04-06 08:01:00,La Libertad,38869756,APP,0
2025-04-06 08:01:00,La Libertad,14870801,APRA,0
2025-04-06 08:01:00,La Libertad,25597564,PERU LIBRE,0
2025-04-06 08:01:00,La Libertad,23814655,APP,0
2025-04-06 08:01:00,La Libertad,52813122,APRA,0
2025-04-06 08:01:00,La Libertad,19421671,APRA,0
2025-04-06 08:01:00,La Libertad,39189704,APRA,0
2025-04-06 08:01:00,La Libertad,44074568,AVANZA PAIS,0
2025-04-06 08:01:00,La Libertad,79540163,APP,0
2025-04-06 08:01:00,La Libertad,54512632,PERU LIBRE,0
2025-04-06 08:01:00,La Libertad,70908993,AVANZA PAIS,0
2025-04-06 08:01:00,La Libertad,72610082,FUERZA POPULAR,0
2025-04-06 08:01:00,La Libertad,17234789,APRA,0
2025-04-06 08:01:00,La Libertad,25454380,FUERZA POPULAR,0
2025-04-06 08:01:00,La Libertad,72124754,PERU LIBRE,0
2025-04-06 08:01:00,La Libertad,41127193,APP,0
2025-04-06 08:01:00,La Libertad,53680406,AVANZA PAIS,0
2025-04-06 08:01:00,La Libertad,60057337,APP,0
2025-04-06 08:01:00,La Libertad,64800649,PERU LIBRE,0
2025-04-06 08:01:00,La Libertad,63332908,FUERZA POPULAR,0
2025-04-06 08:01:00,La Libertad,38429624,AVANZA PAIS,0
2025-04-06 08:01:00,Lambayeque,47285098,FUERZA POPULAR,0
2025-04-06 08:01:00,Lambayeque,72192385,PERU LIBRE,0
2025-04-06 08:01:00,Lambayeque,44300386,AVANZA PAIS,0
2025-04-06 08:01:00,Lambayeque,65409270,APRA,0
2025-04-06 08:01:00,Lambayeque,52041939,AVANZA PAIS,0
2025-04-06 08:01:00,Lambayeque,22711794,FUERZA POPULAR,0
2025-04-06 08:01:00,Lambayeque,24843057,AVANZA PAIS,0
2025-04-06 08:01:00,Lambayeque,63351733,FUERZA POPULAR,0
2025-04-06 08:01:00,Lambayeque,78056755,PERU LIBRE,0
2025-04-06 08:01:00,Lambayeque,15172070,FUERZA POPULAR,0
2025-04-06 08:01:00,Lambayeque,35234193,AVANZA PAIS,0
2025-04-06 08:01:00,Lambayeque,27694596,APP,0
2025-04-06 08:01:00,Lambayeque,14237749,APRA,0
2025-04-06 08:01:00,Lambayeque,74156012,APP,0
2025-04-06 08:01:00,Lambayeque,61459373,FUERZA POPULAR,0
2025-04-06 08:01:00,Lambayeque,12567683,PERU LIBRE,0
2025-04-06 08:01:00,Lambayeque,41164654,APP,0
2025-04-06 08:01:00,Lambayeque,10632837,FUERZA POPULAR,0
2025-04-06 08:01:00,Lambayeque,32744882,APRA,0
2025-04-06 08:01:00,Lambayeque,43260984,AVANZA PAIS,0
2025-04-06 08:01:00,Lambayeque,39023046,APRA,0
2025-04-06 08:01:00,Lambayeque,33862487,AVANZA PAIS,0
2025-04-06 08:01:00,Lambayeque,19227479,APP,0
2025-04-06 08:01:00,Lambayeque,79628448,APRA,0
2025-04-06 08:01:00,Cajamarca,73860754,PERU LIBRE,0
2025-04-06 08:01:00,Cajamarca,10250539,FUERZA POPULAR,0
2025-04-06 08:01:00,Cajamarca,21240442,FUERZA POPULAR,0
2025-04-06 08:01:00,Cajamarca,32536659,PERU LIBRE,0
2025-04-06 08:01:00,Cajamarca,47602896,APRA,0
2025-04-06 08:01:00,Cajamarca,53332646,AVANZA PAIS,0
2025-04-06 08:01:00,Cajamarca,42652485,APRA,0
2025-04-06 08:01:00,Cajamarca,31443246,FUERZA POPULAR,0
2025-04-06 08:01:00,Cajamarca,22076580,PERU LIBRE,0
2025-04-06 08:01:00,Cajamarca,10610600,APRA,0
2025-04-06 08:01:00,Cajamarca,27244473,FUERZA POPULAR,0
2025-04-06 08:01:00,Cajamarca,41706771,PERU LIBRE,0
2025-04-06 08:01:00,Cajamarca,42744796,PERU LIBRE,0
2025-04-06 08:01:00,Cajamarca,61134040,PERU LIBRE,0
2025-04-06 08:01:00,Cajamarca,62538602,FUERZA POPULAR,0
2025-04-06 08:01:00,Cajamarca,32683171,APP,0
2025-04-06 08:01:00,Cajamarca,30264230,AVANZA PAIS,0
2025-04-06 08:01:00,Cajamarca,74202060,APP,0
2025-04-06 08:01:00,Cajamarca,48459204,APRA,0
2025-04-06 08:01:00,Amazonas,50558120,APRA,0
2025-04-06 08:01:00,Amazonas,67606339,APP,0
2025-04-06 08:01:00,Amazonas,69465042,FUERZA POPULAR,0
2025-04-06 08:01:00,Amazonas,16197902,APRA,0
2025-04-06 08:01:00,Amazonas,18573176,FUERZA POPULAR,0
2025-04-06 08:01:00,Amazonas,78538383,FUERZA POPULAR,0
2025-04-06 08:01:00,Amazonas,53143632,APRA,0
2025-04-06 08:01:00,Amazonas,15556765,APRA,0
2025-04-06 08:01:00,Amazonas,54293321,PERU LIBRE,0
2025-04-06 08:01:00,Amazonas,42190428,APRA,0
2025-04-06 08:01:00,Amazonas,38567514,APP,0
2025-04-06 08:01:00,Amazonas,30116140,APP,0
2025-04-06 08:01:00,Tumbes,23823977,APP,0
2025-04-06 08:01:00,Tumbes,35087641,APRA,0
2025-04-06 08:01:00,Tumbes,67058452,APP,0
2025-04-06 08:01:00,Tumbes,30756061,AVANZA PAIS,0
2025-04-06 08:02:00,Piura,23881882,APP,0
2025-04-06 08:02:00,Piura,75010384,PERU LIBRE,0
2025-04-06 08:02:00,Piura,54350602,FUERZA POPULAR,0
2025-04-06 08:02:00,Piura,46857254,PERU LIBRE,0
2025-04-06 08:02:00,Piura,62286835,FUERZA POPULAR,0
2025-04-06 08:02:00,Piura,33453465,FUERZA POPULAR,0
2025-04-06 08:02:00,Piura,66613281,APRA,0
2025-04-06 08:02:00,Piura,15650508,FUERZA POPULAR,0
2025-04-06 08:02:00,Piura,34343228,PERU LIBRE,0
2025-04-06 08:02:00,Piura,26679378,AVANZA PAIS,0
2025-04-06 08:02:00,Piura,74717246,APP,0
2025-04-06 08:02:00,Piura,15557011,PERU LIBRE,0
2025-04-06 08:02:00,Piura,32834353,FUERZA POPULAR,0
2025-04-06 08:02:00,Piura,68027801,APRA,0
2025-04-06 08:02:00,Piura,38879868,FUERZA POPULAR,0
2025-04-06 08:02:00,Piura,69679421,PERU LIBRE,0
2025-04-06 08:02:00,Piura,73462305,FUERZA POPULAR,0
2025-04-06 08:02:00,Piura,38011972,FUERZA POPULAR,0
2025-04-06 08:02:00,Piura,15182823,AVANZA PAIS,0
2025-04-06 08:02:00,Piura,31617613,APP,0
2025-04-06 08:02:00,Piura,36304275,FUERZA POPULAR,0
2025-04-06 08:02:00,Piura,61223937,AVANZA PAIS,0
2025-04-06 08:02:00,Piura,63495923,FUERZA POPULAR,0
2025-04-06 08:02:00,La Libertad,45633592,APRA,0
2025-04-06 08:02:00,La Libertad,45145698,APRA,0
2025-04-06 08:02:00,La Libertad,64572778,AVANZA PAIS,0
2025-04-06 08:02:00,La Libertad,40402084,AVANZA PAIS,0
2025-04-06 08:02:00,La Libertad,12487456,APRA,0
2025-04-06 08:02:00,La Libertad,46105591,APRA,0
2025-04-06 08:02:00,La Libertad,10095136,FUERZA POPULAR,0
2025-04-06 08:02:00,La Libertad,68172783,FUERZA POPULAR,0
2025-04-06 08:02:00,La Libertad,57447787,AVANZA PAIS,0
2025-04-06 08:02:00,La Libertad,13676617,FUERZA POPULAR,0
2025-04-06 08:02:00,La Libertad,15976179,AVANZA PAIS,0
2025-04-06 08:02:00,La Libertad,14422645,FUERZA POPULAR,0
2025-04-06 08:02:00,La Libertad,59341055,AVANZA PAIS,0
2025-04-06 08:02:00,La Libertad,15264899,APP,0
2025-04-06 08:02:00,La Libertad,50671943,APP,0
2025-04-06 08:02:00,La Libertad,22776061,APP,0
2025-04-06 08:02:00,La Libertad,15484837,AVANZA PAIS,0
2025-04-06 08:02:00,La Libertad,47347395,APRA,0
2025-04-06 08:02:00,La Libertad,68597831,APRA,0
2025-04-06 08:02:00,La Libertad,12712752,AVANZA PAIS,0
2025-04-06 08:02:00,La Libertad,61916280,APRA,0
2025-04-06 08:02:00,La Libertad,71995146,FUERZA POPULAR,0
2025-04-06 08:02:00,La Libertad,36611162,FUERZA POPULAR,0
2025-04-06 08:02:00,La Libertad,73779521,PERU LIBRE,0
2025-04-06 08:02:00,La Libertad,61026215,AVANZA PAIS,0
2025-04-06 08:02:00,La Libertad,65197333,APP,0
2025-04-06 08:02:00,La Libertad,45039893,APP,0
2025-04-06 08:02:00,La Libertad,53305012,FUERZA POPULAR,0
2025-04-06 08:02:00,La Libertad,17408594,AVANZA PAIS,0
2025-04-06 08:02:00,La Libertad,36804685,FUERZA POPULAR,0
2025-04-06 08:02:00,La Libertad,47687326,PERU LIBRE,0
2025-04-06 08:02:00,La Libertad,23313994,FUERZA POPULAR,0
2025-04-06 08:02:00,La Libertad,67049759,AVANZA PAIS,0
2025-04-06 08:02:00,La Libertad,36319464,APP,0
2025-04-06 08:02:00,La Libertad,13117494,FUERZA POPULAR,0
2025-04-06 08:02:00,La Libertad,47081700,APP,0
2025-04-06 08:02:00,La Libertad,28577268,APRA,0
2025-04-06 08:02:00,La Libertad,37969393,APRA,0
2025-04-06 08:02:00,La Libertad,43771615,APRA,0
2025-04-06 08:02:00,La Libertad,22081429,AVANZA PAIS,0
2025-04-06 08:02:00,La Libertad,70244511,FUERZA POPULAR,0
2025-04-06 08:02:00,La Libertad,43901065,APRA,0
2025-04-06 08:02:00,Lambayeque,31585828,FUERZA POPULAR,0
2025-04-06 08:02:00,Lambayeque,23714191,APRA,0
2025-04-06 08:02:00,Lambayeque,18092984,AVANZA PAIS,0
2025-04-06 08:02:00,Lambayeque,78881885,AVANZA PAIS,0
2025-04-06 08:02:00,Lambayeque,29717271,APRA,0
2025-04-06 08:02:00,Lambayeque,67014831,APRA,0
2025-04-06 08:02:00,Lambayeque,12282269,FUERZA POPULAR,0
2025-04-06 08:02:00,Lambayeque,63709014,FUERZA POPULAR,0
2025-04-06 08:02:00,Lambayeque,67031454,PERU LIBRE,0
2025-04-06 08:02:00,Lambayeque,32912564,PERU LIBRE,0
2025-04-06 08:02:00,Lambayeque,22811729,AVANZA PAIS,0
2025-04-06 08:02:00,Lambayeque,62781181,APRA,0
2025-04-06 08:02:00,Lambayeque,20275975,FUERZA POPULAR,0
2025-04-06 08:02:00,Lambayeque,29642371,FUERZA POPULAR,0
2025-04-06 08:02:00,Lambayeque,21010341,APP,0
2025-04-06 08:02:00,Lambayeque,63636831,APRA,0
2025-04-06 08:02:00,Lambayeque,64956930,FUERZA POPULAR,0
2025-04-06 08:02:00,Lambayeque,36789911,FUERZA POPULAR,0
2025-04-06 08:02:00,Lambayeque,24353551,PERU LIBRE,0
2025-04-06 08:02:00,Lambayeque,53352474,APRA,0
2025-04-06 08:02:00,Lambayeque,19061819,FUERZA POPULAR,0
2025-04-06 08:02:00,Lambayeque,61144153,FUERZA POPULAR,0
2025-04-06 08:02:00,Lambayeque,74640969,PERU LIBRE,0
2025-04-06 08:02:00,Lambayeque,62199217,AVANZA PAIS,0
2025-04-06 08:02:00,Lambayeque,57465925,FUERZA POPULAR,0
2025-04-06 08:02:00,Lambayeque,68555977,PERU LIBRE,0
2025-04-06 08:02:00,Lambayeque,64026175,FUERZA POPULAR,0
2025-04-06 08:02:00,Lambayeque,24766247,FUERZA POPULAR,0
2025-04-06 08:02:00,Lambayeque,10456415,APRA,0
2025-04-06 08:02:00,Cajamarca,24661810,FUERZA POPULAR,0
2025-04-06 08:02:00,Cajamarca,13674097,APRA,0
2025-04-06 08:02:00,Cajamarca,73824109,FUERZA POPULAR,0
2025-04-06 08:02:00,Cajamarca,54079340,APRA,0
2025-04-06 08:02:00,Cajamarca,23748873,APRA,0
2025-04-06 08:02:00,Cajamarca,58847758,APP,0
2025-04-06 08:02:00,Cajamarca,79559542,AVANZA PAIS,0
2025-04-06 08:02:00,Cajamarca,76020524,FUERZA POPULAR,0
2025-04-06 08:02:00,Cajamarca,31599091,AVANZA PAIS,0
2025-04-06 08:02:00,Cajamarca,73076161,APRA,0
2025-04-06 08:02:00,Cajamarca,47377466,FUERZA POPULAR,0
2025-04-06 08:02:00,Cajamarca,46678900,PERU LIBRE,0
2025-04-06 08:02:00,Cajamarca,39834334,APP,0
2025-04-06 08:02:00,Cajamarca,41769511,APP,0
2025-04-06 08:02:00,Cajamarca,59089852,AVANZA PAIS,0
2025-04-06 08:02:00,Cajamarca,58013336,FUERZA POPULAR,0
2025-04-06 08:02:00,Cajamarca,58852061,PERU LIBRE,0
2025-04-06 08:02:00,Cajamarca,71377368,PERU LIBRE,0
2025-04-06 08:02:00,Cajamarca,30674664,FUERZA POPULAR,0
2025-04-06 08:02:00,Cajamarca,40553239,APP,0
2025-04-06 08:02:00,Cajamarca,69966542,FUERZA POPULAR,0
2025-04-06 08:02:00,Cajamarca,71051260,FUERZA POPULAR,0
2025-04-06 08:02:00,Cajamarca,46360941,FUERZA POPULAR,0
2025-04-06 08:02:00,Cajamarca,77810402,PERU LIBRE,0
2025-04-06 08:02:00,Cajamarca,53922962,FUERZA POPULAR,0
2025-04-06 08:02:00,Cajamarca,43840520,APP,0
2025-04-06 08:02:00,Cajamarca,51682070,FUERZA POPULAR,0
2025-04-06 08:02:00,Cajamarca,47702764,FUERZA POPULAR,0
2025-04-06 08:02:00,Cajamarca,40145085,APRA,0
2025-04-06 08:02:00,Cajamarca,14490462,PERU LIBRE,0
2025-04-06 08:02:00,Cajamarca,41772983,FUERZA POPULAR,0
2025-04-06 08:02:00,Cajamarca,52468234,FUERZA POPULAR,0
2025-04-06 08:02:00,Cajamarca,69084507,PERU LIBRE,0
2025-04-06 08:02:00,Cajamarca,68653171,PERU LIBRE,0
2025-04-06 08:02:00,Cajamarca,42208133,AVANZA PAIS,0
2025-04-06 08:02:00,Cajamarca,46444716,APRA,0
2025-04-06 08:02:00,Cajamarca,17852994,PERU LIBRE,0
2025-04-06 08:02:00,Cajamarca,70087941,FUERZA POPULAR,0
2025-04-06 08:02:00,Cajamarca,53410575,APP,0
2025-04-06 08:02:00,Amazonas,15194541,APRA,0
2025-04-06 08:02:00,Amazonas,63187474,FUERZA POPULAR,0
2025-04-06 08:02:00,Amazonas,79869044,APRA,0
2025-04-06 08:02:00,Amazonas,47118686,APRA,0
2025-04-06 08:02:00,Amazonas,71929799,APRA,0
2025-04-06 08:02:00,Amazonas,47022212,APRA,0
2025-04-06 08:02:00,Amazonas,40666925,APRA,0
2025-04-06 08:02:00,Tumbes,34736475,APP,0
2025-04-06 08:02:00,Tumbes,33748769,APP,0
2025-04-06 08:02:00,Tumbes,66689215,FUERZA POPULAR,0
2025-04-06 08:03:00,Piura,48779416,AVANZA PAIS,0
2025-04-06 08:03:00,Piura,28293968,PERU LIBRE,0
2025-04-06 08:03:00,Piura,33513330,FUERZA POPULAR,0
2025-04-06 08:03:00,Piura,20918031,PERU LIBRE,0
2025-04-06 08:03:00,Piura,64428109,APP,0
2025-04-06 08:03:00,Piura,48193440,FUERZA POPULAR,0
2025-04-06 08:03:00,Piura,25249626,FUERZA POPULAR,0
2025-04-06 08:03:00,Piura,72937403,APP,0
2025-04-06 08:03:00,Piura,52036324,AVANZA PAIS,0
2025-04-06 08:03:00,Piura,59524020,FUERZA POPULAR,0
